0.0015358,0.00157665,0.00161883,0.00166237,0.00170732,0.00175371,0.00180157,0.00185093,0.00190184,0.0019543,0.00200835,0.00206401,0.00212129,0.0021802,0.00224075,0.00230294,0.00236674,0.00243214,0.0024991,0.00256758,0.00263753,0.00270886,0.0027815,0.00285532,0.00293022,0.00300603,0.0030826,0.00315973,0.0032372,0.00331478,0.00339221,0.00346919,0.00354541,0.00362054,0.00369422,0.00376607,0.00383569,0.00390269,0.00396665,0.00402714,0.00408376,0.0041361,0.00418376,0.00422638,0.0042636,0.00429512,0.00432068,0.00434005,0.00435306,0.00435959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0.0445634,0.0384167,0.0301104,0.0227364,0.0171398,0.0131069,0.010221,0.008132,0.00659222,0.00543456,0.00454728,0.00385496,0.00330589,0.00286397,0.00250356,0.00220611,0.00195797,0.00174896,0.00157135,0.00141922,0.00128796,0.00117396,0.00107433,0.000986789,0.000909457,0.000840819,0.000779625,0.000724844,0.000675612,0.000631209,0.000591026,0.000554547,0.000521331,0.000491002,0.000463237,0.000437754,0.000414312,0.000392698,0.000372728,0.00035424,0.000337091,0.000321154,0.00030632,0.000292487,0.00027957,0.000267487,0.00025617,0.000245555,0.000235586,0.00022621,0.00317168,0.00317801,0.00318183,0.0031831,0.00318183,0.00317801,0.00317168,0.00316286,0.00315158,0.00313791,0.00312191,0.00310365,0.0030832,0.00306067,0.00303615,0.00300974,0.00298155,0.00295169,0.00292027,0.00288743,0.00285326,0.0028179,0.00278146,0.00274405,0.0027058,0.00266681,0.00262719,0.00258704,0.00254648,0.00250559,0.00246446,0.00242319,0.00238185,0.00234051,0.00229926,0.00225816,0.00221726,0.00217663,0.00213631,0.00209635
0.0015476,0.00158795,0.00162957,0.0016725,0.00171676,0.00176238,0.0018094,0.00185784,0.00190772,0.00195907,0.0020119,0.00206623,0.00212207,0.00217941,0.00223826,0.0022986,0.00236042,0.00242368,0.00248835,0.00255438,0.0026217,0.00269025,0.00275991,0.0028306,0.00290217,0.00297449,0.00304739,0.00312069,0.00319417,0.00326762,0.00334078,0.00341339,0.00348514,0.00355574,0.00362485,0.00369212,0.0037572,0.00381972,0.0038793,0.00393558,0.00398818,0.00403673,0.0040809,0.00412034,0.00415476,0.00418388,0.00420748,0.00422535,0.00423735,0.00424338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0.0612134,0.0468103,0.031831,0.0215074,0.0150146,0.010901,0.00820386,0.0063662,0.00506863,0.00412319,0.00341534,0.00287283,0.00244854,0.00211081,0.00183782,0.00161415,0.00142868,0.00127324,0.00114171,0.00102946,0.000932913,0.000849279,0.000776366,0.000712421,0.000656039,0.000606074,0.000561591,0.000521819,0.000486118,0.00045395,0.000424866,0.000398485,0.000374482,0.000352581,0.000332543,0.000314163,0.000297264,0.00028169,0.000267308,0.000253998,0.000241656,0.000230192,0.000219524,0.00020958,0.000200296,0.000191614,0.000183485,0.000175862,0.000168704,0.000161973,0.00317801,0.00318183,0.0031831,0.00318183,0.00317801,0.00317168,0.00316286,0.00315158,0.00313791,0.00312191,0.00310365,0.0030832,0.00306067,0.00303615,0.00300974,0.00298155,0.00295169,0.00292027,0.00288743,0.00285326,0.0028179,0.00278146,0.00274405,0.0027058,0.00266681,0.00262719,0.00258704,0.00254648,0.00250559,0.00246446,0.00242319,0.00238185,0.00234051,0.00229926,0.00225816,0.00221726,0.00217663,0.00213631,0.00209635,0.0020568
0.00155816,0.00159798,0.00163902,0.00168129,0.00172483,0.00176967,0.00181581,0.0018633,0.00191214,0.00196236,0.00201396,0.00206695,0.00212133,0.00217711,0.00223426,0.00229278,0.00235265,0.00241381,0.00247624,0.00253988,0.00260466,0.0026705,0.00273731,0.00280497,0.00287337,0.00294236,0.00301178,0.00308145,0.00315118,0.00322074,0.00328991,0.00335844,0.00342604,0.00349243,0.00355731,0.00362036,0.00368126,0.00373968,0.00379527,0.0038477,0.00389664,0.00394176,0.00398275,0.00401933,0.00405122,0.00407818,0.00410001,0.00411654,0.00412763,0.0041332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.095493,0.0530516,0.0280862,0.0164643,0.0106103,0.00734561,0.00536477,0.0040809,0.00320446,0.00258089,0.00212207,0.00177496,0.0015062,0.00129394,0.00112345,0.000984464,0.000869699,0.000773849,0.000692982,0.000624137,0.000565047,0.000513956,0.000469484,0.000430536,0.000396236,0.000365873,0.000338868,0.000314743,0.000293103,0.000273619,0.000256013,0.000240053,0.000225538,0.000212301,0.000200195,0.000189095,0.000178893,0.000169494,0.000160817,0.000152789,0.000145347,0.000138436,0.000132006,0.000126013,0.00012042,0.000115191,0.000110294,0.000105704,0.000101394,9.73425e-05,0.00318183,0.0031831,0.00318183,0.00317801,0.00317168,0.00316286,0.00315158,0.00313791,0.00312191,0.00310365,0.0030832,0.00306067,0.00303615,0.00300974,0.00298155,0.00295169,0.00292027,0.00288743,0.00285326,0.0028179,0.00278146,0.00274405,0.0027058,0.00266681,0.00262719,0.00258704,0.00254648,0.00250559,0.00246446,0.00242319,0.00238185,0.00234051,0.00229926,0.00225816,0.00221726,0.00217663,0.00213631,0.00209635,0.0020568,0.00201768
0.00156754,0.0016068,0.00164722,0.00168882,0.00173161,0.00177563,0.00182089,0.00186741,0.00191519,0.00196426,0.00201462,0.00206627,0.0021192,0.00217342,0.0022289,0.00228563,0.00234357,0.00240268,0.00246293,0.00252424,0.00258655,0.00264979,0.00271384,0.00277862,0.00284398,0.0029098,0.00297591,0.00304216,0.00310834,0.00317426,0.00323969,0.0033044,0.00336813,0.00343062,0.0034916,0.00355076,0.00360782,0.00366246,0.0037144,0.00376332,0.00380892,0.00385092,0.00388903,0.00392301,0.00395261,0.00397761,0.00399785,0.00401316,0.00402344,0.00402859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.159155,0.031831,0.0122427,0.0063662,0.00388183,0.0026091,0.00187241,0.00140845,0.00109762,0.000879309,0.000720158,0.000600585,0.000508482,0.000436041,0.00037804,0.000330883,0.000292027,0.000259633,0.000232343,0.000209139,0.000189245,0.000172059,0.000157112,0.000144032,0.000132519,0.000122333,0.000113278,0.000105192,9.79415e-05,9.14158e-05,8.55212e-05,8.01788e-05,7.53218e-05,7.08931e-05,6.68437e-05,6.31317e-05,5.97204e-05,5.65784e-05,5.36779e-05,5.09949e-05,4.85081e-05,4.61988e-05,4.40506e-05,4.20489e-05,4.01805e-05,3.84339e-05,3.67988e-05,3.52659e-05,3.38268e-05,3.2474e-05,0.0031831,0.00318183,0.00317801,0.00317168,0.00316286,0.00315158,0.00313791,0.00312191,0.00310365,0.0030832,0.00306067,0.00303615,0.00300974,0.00298155,0.00295169,0.00292027,0.00288743,0.00285326,0.0028179,0.00278146,0.00274405,0.0027058,0.00266681,0.00262719,0.00258704,0.00254648,0.00250559,0.00246446,0.00242319,0.00238185,0.00234051,0.00229926,0.00225816,0.00221726,0.00217663,0.00213631,0.00209635,0.0020568,0.00201768,0.00197905
0.00159115,0.00163069,0.00167136,0.00171319,0.00175619,0.0018004,0.00184581,0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,5.09949e-05,5.36779e-05,5.65784e-05,5.97204e-05,6.31317e-05,6.68437e-05,7.08931e-05,7.53218e-05,8.01788e-05,8.55212e-05,9.14158e-05,9.79415e-05,0.000105192,0.000113278,0.000122333,0.000132519,0.000144032,0.000157112,0.000172059,0.000189245,0.000209139,0.000232343,0.000259633,0.000292027,0.000330883,0.00037804,0.000436041,0.000508482,0.000600585,0.000720158,0.000879309,0.00109762,0.00140845,0.00187241,0.0026091,0.00388183,0.0063662,0.0122427,0.031831,0.159155,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321492,0.0032123,0.00320707,0.00319926,0.0031889,0.00317604,0.00316075,0.0031431,0.00312316,0.00310103,0.00307681,0.0030506,0.00302251,0.00299266,0.00296116,0.00292814,0.00289373,0.00285803,0.00282119,0.00278331,0.00274453,0.00270495,0.00266469,0.00262387,0.00258258,0.00254094,0.00249902,0.00245694,0.00241476,0.00237259,0.00233047,0.0022885,0.00224673,0.00220523,0.00216404,0.00212321,0.00208279,0.00204283,0.00200335,0.00196439
0.00163069,0.00167136,0.00171319,0.00175619,0.0018004,0.00184581,0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.000152789,0.000160817,0.000169494,0.000178893,0.000189095,0.000200195,0.000212301,0.000225538,0.000240053,0.000256013,0.000273619,0.000293103,0.000314743,0.000338868,0.000365873,0.000396236,0.000430536,0.000469484,0.000513956,0.000565047,0.000624137,0.000692982,0.000773849,0.000869699,0.000984464,0.00112345,0.00129394,0.0015062,0.00177496,0.00212207,0.00258089,0.00320446,0.0040809,0.00536477,0.00734561,0.0106103,0.0164643,0.0280862,0.0530516,0.095493,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032812,0.00327841,0.00327285,0.00326454,0.00325354,0.00323988,0.00322364,0.00320491,0.00318376,0.00316029,0.00313463,0.00310687,0.00307714,0.00304558,0.0030123,0.00297744,0.00294114,0.00290352,0.00286473,0.00282489,0.00278414,0.00274259,0.00270037,0.00265761,0.0026144,0.00257086,0.0025271,0.0024832,0.00243925,0.00239535,0.00235157,0.00230797,0.00226464,0.00222162,0.00217897,0.00213675,0.002095,0.00205375,0.00201304,0.00197291
0.00167136,0.00171319,0.00175619,0.0018004,0.00184581,0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.000253998,0.000267308,0.00028169,0.000297264,0.000314163,0.000332543,0.000352581,0.000374482,0.000398485,0.000424866,0.00045395,0.000486118,0.000521819,0.000561591,0.000606074,0.000656039,0.000712421,0.000776366,0.000849279,0.000932913,0.00102946,0.00114171,0.00127324,0.00142868,0.00161415,0.00183782,0.00211081,0.00244854,0.00287283,0.00341534,0.00412319,0.00506863,0.0063662,0.00820386,0.010901,0.0150146,0.0215074,0.031831,0.0468103,0.0612134,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335026,0.00334729,0.00334137,0.00333254,0.00332083,0.0033063,0.00328904,0.00326913,0.00324667,0.00322176,0.00319453,0.00316511,0.00313362,0.00310021,0.00306502,0.00302818,0.00298986,0.00295019,0.00290932,0.00286738,0.00282453,0.00278089,0.0027366,0.00269178,0.00264655,0.00260102,0.0025553,0.0025095,0.0024637,0.00241799,0.00237247,0.00232718,0.00228222,0.00223764,0.00219349,0.00214983,0.00210669,0.00206413,0.00202216,0.00198084
0.00171319,0.00175619,0.0018004,0.00184581,0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00035424,0.000372728,0.000392698,0.000414312,0.000437754,0.000463237,0.000491002,0.000521331,0.000554547,0.000591026,0.000631209,0.000675612,0.000724844,0.000779625,0.000840819,0.000909457,0.000986789,0.00107433,0.00117396,0.00128796,0.00141922,0.00157135,0.00174896,0.00195797,0.00220611,0.00250356,0.00286397,0.00330589,0.00385496,0.00454728,0.00543456,0.00659222,0.008132,0.010221,0.0131069,0.0171398,0.0227364,0.0301104,0.0384167,0.0445634,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342229,0.00341913,0.00341282,0.00340341,0.00339093,0.00337546,0.00335709,0.0033359,0.00331202,0.00328555,0.00325664,0.00322541,0.00319202,0.00315662,0.00311937,0.00308042,0.00303993,0.00299806,0.00295496,0.0029108,0.00286571,0.00281985,0.00277336,0.00272636,0.00267899,0.00263136,0.00258359,0.00253579,0.00248805,0.00244046,0.00239311,0.00234608,0.00229943,0.00225322,0.00220752,0.00216237,0.00211782,0.0020739,0.00203065,0.0019881
0.00175619,0.0018004,0.00184581,0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00393948,0.000453146,0.00047667,0.000502066,0.000529536,0.000559311,0.000591654,0.000626868,0.000665302,0.000707355,0.000753495,0.000804264,0.000860297,0.00092234,0.000991276,0.00106815,0.00115423,0.001251,0.0013603,0.00148435,0.00162587,0.00178826,0.00197572,0.00219356,0.00244854,0.00274932,0.00310715,0.00353678,0.00405777,0.00469638,0.0054881,0.00648142,0.00774267,0.00936206,0.0114592,0.0141821,0.0176839,0.0220368,0.0270263,0.031831,0.0349365,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349749,0.00349411,0.00348738,0.00347733,0.00346403,0.00344754,0.00342795,0.00340538,0.00337995,0.00335179,0.00332105,0.00328788,0.00325244,0.00321489,0.00317542,0.00313419,0.00309138,0.00304715,0.00300168,0.00295513,0.00290767,0.00285945,0.00281062,0.00276132,0.00271168,0.00266185,0.00261192,0.00256202,0.00251225,0.00246269,0.00241345,0.00236459,0.00231618,0.0022683,0.00222099,0.00217431,0.0021283,0.002083,0.00203844,0.00199464
0.0018004,0.00184581,0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00393948,0.00391766,0.000550363,0.000578745,0.000609365,0.00064246,0.000678305,0.000717208,0.000759525,0.000805662,0.00085609,0.000911351,0.000972074,0.00103899,0.00111297,0.00119502,0.00128634,0.00138835,0.00150275,0.0016316,0.00177736,0.00194307,0.0021324,0.00234994,0.00260134,0.00289373,0.00323605,0.00363972,0.0041193,0.00469358,0.00538678,0.00623026,0.00726433,0.00854002,0.0101197,0.0120738,0.0144686,0.0173337,0.0205965,0.0239823,0.0269339,0.0287001,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357606,0.00357246,0.00356526,0.00355453,0.00354031,0.0035227,0.0035018,0.00347773,0.00345062,0.00342062,0.0033879,0.00335261,0.00331495,0.0032751,0.00323323,0.00318955,0.00314424,0.00309748,0.00304947,0.00300038,0.00295038,0.00289965,0.00284834,0.0027966,0.00274458,0.00269241,0.00264022,0.00258812,0.00253622,0.00248461,0.00243339,0.00238264,0.00233242,0.0022828,0.00223384,0.00218559,0.00213808,0.00209136,0.00204546,0.00200039
0.00184581,0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00393948,0.00391766,0.00389132,0.000645558,0.000678588,0.000714192,0.000752643,0.000794247,0.000839357,0.00088837,0.000941745,0.00100001,0.00106376,0.00113371,0.00121066,0.00129556,0.00138953,0.00149387,0.00161013,0.00174013,0.00188607,0.00205056,0.00223677,0.00244854,0.00269053,0.00296846,0.00328937,0.00366197,0.00409706,0.00460805,0.00521162,0.00592841,0.00678365,0.0078076,0.009035,0.0105026,0.0122427,0.0142691,0.0165521,0.0189818,0.02133,0.0232474,0.0243413,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365825,0.00365439,0.00364669,0.0036352,0.00361999,0.00360117,0.00357883,0.00355311,0.00352417,0.00349218,0.0034573,0.00341973,0.00337966,0.00333731,0.00329286,0.00324654,0.00319854,0.00314907,0.00309834,0.00304653,0.00299383,0.00294043,0.00288649,0.00283217,0.00277763,0.002723,0.00266843,0.00261402,0.0025599,0.00250615,0.00245288,0.00240015,0.00234805,0.00229665,0.00224598,0.00219611,0.00214707,0.00209891,0.00205163,0.00200528
0.00189245,0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00393948,0.00391766,0.00389132,0.00386064,0.000738424,0.000775861,0.000816179,0.000859677,0.000906694,0.000957611,0.00101287,0.00107295,0.00113845,0.00121,0.00128836,0.0013744,0.00146912,0.00157371,0.00168954,0.00181822,0.00196165,0.00212207,0.00230214,0.00250506,0.00273462,0.00299539,0.00329286,0.00363367,0.00402584,0.00447903,0.00500487,0.00561723,0.00633242,0.00716914,0.00814786,0.0092892,0.0106103,0.0121184,0.0137996,0.0156034,0.0174257,0.0190986,0.0204045,0.0211268,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037443,0.00374016,0.00373191,0.0037196,0.0037033,0.00368314,0.00365923,0.00363172,0.00360079,0.00356661,0.00352939,0.00348934,0.00344667,0.0034016,0.00335437,0.0033052,0.00325431,0.00320193,0.00314828,0.00309357,0.00303799,0.00298174,0.00292501,0.00286796,0.00281076,0.00275355,0.00269647,0.00263964,0.00258319,0.00252721,0.0024718,0.00241704,0.002363,0.00230974,0.00225733,0.0022058,0.0021552,0.00210555,0.00205689,0.00200923
0.00194032,0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00393948,0.00391766,0.00389132,0.00386064,0.00382584,0.000828678,0.000870259,0.000914993,0.000963202,0.00101525,0.00107154,0.00113254,0.00119877,0.00127085,0.00134944,0.00143535,0.00152947,0.00163285,0.0017467,0.00187241,0.00201162,0.00216624,0.00233849,0.002531,0.00274684,0.00298965,0.00326373,0.00357415,0.0039269,0.00432901,0.00478873,0.00531559,0.00592042,0.00661524,0.0074127,0.00832503,0.00936206,0.0105278,0.011815,0.0131982,0.014625,0.0160097,0.0172333,0.0181586,0.0186595,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038345,0.00383006,0.00382119,0.00380797,0.00379049,0.00376886,0.00374323,0.00371376,0.00368065,0.0036441,0.00360433,0.00356157,0.00351607,0.00346807,0.00341782,0.00336557,0.00331157,0.00325607,0.00319929,0.00314146,0.00308281,0.00302354,0.00296385,0.0029039,0.00284389,0.00278395,0.00272424,0.00266489,0.00260601,0.00254771,0.00249008,0.0024332,0.00237716,0.002322,0.00226779,0.00221456,0.00216236,0.00211121,0.00206114,0.00201216
0.00198944,0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00393948,0.00391766,0.00389132,0.00386064,0.00382584,0.00378715,0.000916069,0.000961508,0.00101034,0.0010629,0.00111956,0.00118077,0.00124699,0.00131877,0.00139674,0.0014816,0.00157415,0.00167532,0.00178615,0.00190785,0.00204183,0.00218968,0.00235326,0.00253474,0.0027366,0.00296175,0.00321354,0.00349589,0.0038133,0.00417096,0.0045748,0.00503152,0.00554852,0.00613376,0.00679538,0.00754101,0.00837658,0.00930444,0.0103206,0.0114111,0.0125475,0.013683,0.0147509,0.0156681,0.0163456,0.0167069,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392915,0.00392437,0.00391483,0.00390062,0.00388183,0.00385859,0.00383107,0.00379945,0.00376396,0.00372481,0.00368225,0.00363654,0.00358796,0.00353678,0.00348326,0.00342769,0.00337034,0.00331147,0.00325134,0.00319019,0.00312826,0.00306577,0.00300292,0.00293992,0.00287694,0.00281413,0.00275166,0.00268966,0.00262825,0.00256753,0.0025076,0.00244854,0.00239042,0.00233331,0.00227726,0.0022223,0.00216847,0.0021158,0.0020643,0.00201399
0.00203979,0.00209139,0.00214422,0.00219827,0.00225352,0.00230994,0.0023675,0.00242614,0.00248582,0.00254648,0.00260803,0.00267038,0.00273345,0.0027971,0.00286121,0.00292564,0.00299023,0.0030548,0.00311916,0.0031831,0.0032464,0.00330883,0.00337014,0.00343006,0.00348833,0.00354465,0.00359876,0.00365034,0.00369913,0.00374482,0.00378715,0.00382584,0.00386064,0.00389132,0.00391766,0.00393948,0.00395662,0.00396895,0.00397639,0.00397887,0.00397639,0.00396895,0.00395662,0.00393948,0.00391766,0.00389132,0.00386064,0.00382584,0.00378715,0.00374482,0.00100038,0.00104937,0.00110196,0.00115849,0.00121936,0.00128499,0.00135588,0.0014326,0.00151576,0.00160608,0.00170436,0.00181152,0.00192859,0.00205677,0.00219741,0.00235204,0.00252246,0.00271067,0.002919,0.0031501,0.00340699,0.0036931,0.00401231,0.00436896,0.00476784,0.00521412,0.00571325,0.00627065,0.00689124,0.00757881,0.0083348,0.00915686,0.0100368,0.0109582,0.0118941,0.0128056,0.0136419,0.0143444,0.0148545,0.0151233,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402859,0.00402344,0.00401316,0.00399785,0.00397761,0.00395261,0.00392301,0.00388903,0.00385092,0.00380892,0.00376332,0.0037144,0.00366246,0.00360782,0.00355076,0.0034916,0.00343062,0.00336813,0.0033044,0.00323969,0.00317426,0.00310834,0.00304216,0.00297591,0.0029098,0.00284398,0.00277862,0.00271384,0.00264979,0.00258655,0.00252424,0.00246293,0.00240268,0.00234357,0.00228563,0.0022289,0.00217342,0.0021192,0.00206627,0.00201462
